customerID,gender,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1060-ENTOF,Female,Credit card (automatic),105.4,7035.6,No
0999-QXNSA,Male,Mailed check,45.75,344.2,No
5451-MHQOF,Male,Mailed check,24.45,1431.65,No
4836-WNFNO,Female,Credit card (automatic),25.0,1849.2,No
9225-BZLNZ,Male,Electronic check,85.25,6083.1,No
0354-VXMJC,Male,Credit card (automatic),19.6,426.65,No
4422-QVIJA,Female,Mailed check,50.15,1655.35,No
9365-SRSZE,Male,Electronic check,70.55,1943.9,No
6839-ITVZJ,Female,Electronic check,60.05,1616.15,Yes
8332-OSJDW,Male,Mailed check,26.4,314.95,No
4735-BJKOU,Female,Mailed check,20.15,804.85,No
0274-JKUJR,Male,Mailed check,58.85,465.7,No
5740-YHGTW,Male,Credit card (automatic),97.55,6669.05,No
8917-SZTTJ,Male,Credit card (automatic),19.65,1161.75,No
1696-MZVAU,Male,Credit card (automatic),25.25,947.75,No
7359-WWYJV,Male,Credit card (automatic),114.45,8375.05,No
0375-HVGXO,Female,Electronic check,34.7,34.7,Yes
4906-ZHGPK,Male,Electronic check,70.7,3770,No
8593-WHYHV,Male,Electronic check,85.3,264.8,Yes
3795-GWTRD,Female,Credit card (automatic),75.55,4707.85,No
1298-PHBTI,Male,Electronic check,84.8,6152.4,No
6223-DHJGV,Female,Mailed check,20.65,958.1,No
6961-MJKBO,Male,Bank transfer (automatic),20.45,943,No
6097-EQISJ,Female,Credit card (automatic),102.45,6615.15,Yes
4423-YLHDV,Female,Bank transfer (automatic),104.4,2200.25,Yes
8158-WPEZG,Male,Electronic check,35.65,425.1,No
0107-YHINA,Male,Electronic check,99.75,99.75,Yes
4918-FYJNT,Female,Electronic check,90.45,5044.8,No
0727-BNRLG,Male,Credit card (automatic),97.65,6743.55,No
4854-CIDCF,Female,Electronic check,73.85,196.4,No
8640-SDGKB,Male,Electronic check,74.4,299.7,Yes
3280-MRDOF,Male,Credit card (automatic),69.1,2093.9,No
6435-SRWBJ,Female,Electronic check,82.75,417.75,No
9964-WBQDJ,Female,Credit card (automatic),24.4,1725.4,No
6303-KFWSL,Female,Electronic check,55.25,1620.2,No
1702-CCFNJ,Male,Bank transfer (automatic),61.35,3169.55,No
8932-CZHRQ,Male,Credit card (automatic),76.75,5233.25,No
0386-CWRGM,Female,Mailed check,19.4,967.85,No
5515-RUGKN,Male,Credit card (automatic),54.75,438.05,No
0404-AHASP,Male,Credit card (automatic),19.7,1421.9,No
7279-NMVJC,Female,Bank transfer (automatic),19.9,323.15,No
2081-VEYEH,Male,Electronic check,107.95,318.6,No
6407-UTSLV,Female,Bank transfer (automatic),83.8,163.7,No
4116-TZAQJ,Female,Credit card (automatic),74.25,639.65,Yes
9060-HJJRW,Female,Credit card (automatic),56.4,2928.5,No
2587-YNLES,Female,Mailed check,20.1,100.35,No
7398-SKNQZ,Female,Electronic check,94.9,273.2,No
5935-FCCNB,Female,Electronic check,94.2,1608.15,No
1958-RNRKS,Male,Electronic check,49.9,1441.95,No
5136-RGMZO,Male,Electronic check,71.05,2168.15,No
8345-MVDYC,Female,Bank transfer (automatic),81.65,3618.7,No
8226-BXGES,Male,Bank transfer (automatic),89.45,5692.65,No
3877-JRJIP,Male,Electronic check,59.85,59.85,Yes
8375-DKEBR,Female,Electronic check,69.6,69.6,Yes
9705-IOVQQ,Male,Electronic check,99.0,5969.3,No
1015-OWJKI,Male,Mailed check,19.05,19.05,No
7511-YMXVQ,Male,Electronic check,45.4,418.8,Yes
2040-XBAVJ,Male,Bank transfer (automatic),114.45,8100.55,No
7551-JOHTI,Female,Mailed check,19.5,19.5,Yes
8887-IPQNC,Female,Mailed check,44.25,313.45,No
8646-JCOMS,Female,Bank transfer (automatic),90.55,6130.95,No
9804-ICWBG,Male,Electronic check,69.9,69.9,Yes
1222-KJNZD,Male,Bank transfer (automatic),20.4,745.3,No
0106-GHRQR,Male,Bank transfer (automatic),71.4,1212.1,No
5318-IXUZF,Female,Bank transfer (automatic),87.15,183.75,Yes
3768-VHXQO,Male,Credit card (automatic),24.85,1583.5,No
8952-WCVCD,Female,Bank transfer (automatic),104.45,4162.05,No
2418-TPEUN,Female,Credit card (automatic),19.8,1119.9,No
3963-RYFNS,Female,Bank transfer (automatic),116.45,8013.55,No
3198-VELRD,Female,Bank transfer (automatic),84.75,264.85,Yes
8540-ZQGEA,Female,Credit card (automatic),20.05,1102.4,No
1320-REHCS,Male,Electronic check,110.75,5832,No
4137-JOPHL,Female,Bank transfer (automatic),89.7,4304.5,No
9436-ZBZCT,Male,Electronic check,89.95,1178.4,Yes
7801-CEDNV,Male,Credit card (automatic),48.7,1421.75,No
2057-BOYKM,Female,Bank transfer (automatic),96.6,6827.5,No
3658-QQJYD,Male,Credit card (automatic),74.3,4698.05,No
1803-BGNBD,Female,Electronic check,54.3,654.5,No
0134-XWXCE,Female,Bank transfer (automatic),74.85,3268.05,No
6950-TWMYB,Male,Bank transfer (automatic),79.95,4362.05,No
5848-FHRFC,Female,Bank transfer (automatic),20.05,1386.9,No
2243-FNMMI,Male,Mailed check,19.4,415.4,No
2511-MORQY,Male,Bank transfer (automatic),54.9,2614.1,No
5356-KZCKT,Male,Credit card (automatic),24.45,1513.6,No
9470-XCCEM,Male,Bank transfer (automatic),89.65,3161.6,No
6519-CFDBX,Female,Electronic check,45.4,80.95,No
3902-MIVLE,Male,Mailed check,75.7,4676.7,No
0409-WTMPL,Female,Credit card (automatic),110.65,6526.65,No
8763-KIAFH,Female,Mailed check,20.55,583.3,No
3669-WHAFY,Female,Credit card (automatic),115.15,8078.1,No
3055-VTCGS,Female,Credit card (automatic),58.55,3503.5,No
3144-KMTWZ,Male,Bank transfer (automatic),93.25,6669.45,No
7279-BUYWN,Female,Electronic check,113.2,4689.5,Yes
7156-MHUGY,Male,Electronic check,90.5,1201.15,Yes
7198-GLXTC,Male,Electronic check,79.0,143.65,Yes
2007-QVGAW,Female,Bank transfer (automatic),19.35,1292.65,No
5207-PLSTK,Male,Mailed check,48.75,48.75,No
2307-FYNNL,Male,Electronic check,109.05,7108.2,No
5605-XNWEN,Male,Bank transfer (automatic),25.0,1802.55,No
2155-AMQRX,Female,Credit card (automatic),54.9,1505.15,No
6181-AXXYF,Male,Credit card (automatic),24.75,1859.1,No
5091-HFAZW,Female,Electronic check,91.15,168.5,No
0516-VRYBW,Female,Bank transfer (automatic),20.15,390.85,Yes
2519-LBNQL,Male,Electronic check,104.35,6339.45,No
8623-ULFNQ,Female,Electronic check,66.05,1652.4,No
8380-PEFPE,Male,Electronic check,71.65,71.65,Yes
5687-DKDTV,Female,Mailed check,20.35,77.5,Yes
1568-LJSZU,Male,Credit card (automatic),92.2,6392.85,No
7530-HDYDS,Female,Credit card (automatic),84.25,3264.5,Yes
7789-HKSBS,Female,Bank transfer (automatic),105.2,4599.15,No
7416-CKTEP,Female,Bank transfer (automatic),19.6,1134.25,No
2586-CWXVV,Male,Electronic check,30.4,1621.35,No
3096-IZETN,Female,Bank transfer (automatic),78.1,947.3,Yes
2348-KCJLT,Female,Mailed check,61.5,2722.2,No
8401-EMUWF,Male,Bank transfer (automatic),69.4,3058.3,No
4193-IBKSW,Male,Bank transfer (automatic),24.75,1769.6,No
5377-NDTOU,Female,Mailed check,91.05,6293.75,No
5922-ABDVO,Female,Mailed check,89.65,1761.05,Yes
2474-LCNUE,Female,Credit card (automatic),73.65,1642.75,No
0839-QNXME,Female,Credit card (automatic),19.4,578.5,No
3506-OVLKD,Male,Bank transfer (automatic),26.2,954.9,No
9172-ANCRX,Female,Electronic check,98.7,973.25,Yes
6650-VJONK,Male,Bank transfer (automatic),43.85,43.85,No
2178-PMGCJ,Male,Mailed check,69.7,1490.4,No
7492-TAFJD,Male,Mailed check,38.55,280,No
2773-MADBQ,Female,Mailed check,53.1,1901.25,No
6016-LVTJQ,Female,Mailed check,20.65,716.4,No
7860-KSUGX,Male,Credit card (automatic),64.45,4720,No
8966-KZXXA,Male,Credit card (automatic),25.1,930.95,No
6910-HADCM,Female,Electronic check,76.35,76.35,Yes
4816-LXZYW,Female,Electronic check,79.15,1676.95,Yes
9606-PBKBQ,Male,Electronic check,85.0,2642.05,Yes
5149-QYTTU,Female,Credit card (automatic),95.15,6770.85,No
2070-XYMFH,Female,Mailed check,79.35,1835.3,No
2085-BOJKI,Male,Bank transfer (automatic),96.65,1588.25,No
0817-HSUSE,Male,Electronic check,75.5,75.5,No
5442-PPTJY,Male,Mailed check,19.7,258.35,No
1927-QEWMY,Female,Credit card (automatic),20.5,1502.25,No
1663-MHLHE,Male,Mailed check,19.2,19.2,No
5663-QBGIS,Male,Bank transfer (automatic),98.35,6929.4,No
4450-MDZFX,Male,Bank transfer (automatic),74.35,4453.3,No
6701-DHKWQ,Female,Credit card (automatic),51.35,3244.4,No
7554-AKDQF,Female,Mailed check,45.65,323.45,No
3536-IQCTX,Male,Electronic check,85.3,2661.1,Yes
4911-BANWH,Female,Credit card (automatic),86.55,2697.4,Yes
8496-EJAUI,Male,Credit card (automatic),73.85,1424.5,Yes
0794-YVSGE,Male,Bank transfer (automatic),20.3,1401.15,No
5423-BHIXO,Female,Electronic check,54.2,1739.6,No
6908-VVYHM,Male,Electronic check,90.65,5931,No
2959-EEXWB,Female,Bank transfer (automatic),50.9,2333.85,No
1839-UMACK,Male,Electronic check,25.05,949.85,No
3030-YDNRM,Male,Electronic check,74.85,572.45,No
7321-KKSDU,Male,Mailed check,20.5,696.8,No
3402-XRIUO,Female,Mailed check,63.55,1381.8,No
3132-TVFDZ,Male,Electronic check,44.85,2572.95,Yes
8286-AFUYI,Male,Electronic check,47.95,47.95,No
8080-DDEMJ,Male,Electronic check,45.1,45.1,Yes
8356-WUAOJ,Female,Electronic check,45.0,45,No
6365-MTGZX,Male,Electronic check,96.0,2122.45,Yes
1349-WXNGG,Male,Bank transfer (automatic),20.05,20.05,Yes
8058-DMYRU,Male,Electronic check,90.05,4931.8,No
9350-ZXYJC,Female,Credit card (automatic),25.3,116.95,No
6990-YNRIO,Male,Bank transfer (automatic),108.65,6937.95,Yes
8958-JPTRR,Female,Electronic check,24.3,1261.7,No
6959-GQEGV,Male,Electronic check,75.95,3273.8,No
3173-WSSUE,Female,Credit card (automatic),19.7,1415.85,No
1265-HVPZB,Male,Credit card (automatic),66.4,3958.2,No
4115-UMJFQ,Male,Bank transfer (automatic),35.75,2492.25,No
7369-TRPFD,Male,Mailed check,18.8,279.2,No
1098-KFQEC,Female,Credit card (automatic),19.4,1083,No
7190-XHTWJ,Female,Mailed check,19.3,755.5,No
0621-TWIEM,Male,Electronic check,45.55,402.6,Yes
3537-RYBHH,Female,Credit card (automatic),67.45,3252,No
2485-ITVKB,Female,Electronic check,35.1,68.75,Yes
3669-OYSJI,Male,Credit card (automatic),46.2,46.2,Yes
1612-EOHDH,Female,Electronic check,45.15,45.15,Yes
6702-OHFWR,Male,Electronic check,43.3,43.3,Yes
5296-BFCYD,Male,Mailed check,20.1,936.85,No
4510-PYUSH,Female,Credit card (automatic),57.15,2250.65,Yes
9359-JANWS,Female,Credit card (automatic),58.9,3857.1,No
7517-SAWMO,Female,Electronic check,73.2,1441.1,Yes
4143-HHPMK,Male,Electronic check,85.35,4338.6,Yes
3279-DYZQM,Male,Mailed check,19.45,1378.45,No
7054-LGEQW,Female,Mailed check,45.95,45.95,Yes
0523-VNGTF,Female,Electronic check,50.5,2566.3,No
9575-IWCAZ,Male,Mailed check,25.1,171,No
7105-MXJLL,Female,Mailed check,60.7,1597.4,No
7064-FRRSW,Male,Electronic check,99.0,4744.35,No
7940-UQQUG,Female,Bank transfer (automatic),104.4,6721.6,No
0923-PNFUB,Female,Electronic check,83.75,247.25,Yes
3961-SXAXY,Male,Bank transfer (automatic),44.05,44.05,No
7010-BRBUU,Male,Credit card (automatic),24.1,1734.65,No
3566-HJGPK,Male,Mailed check,45.55,45.55,No
3062-ICYZQ,Female,Electronic check,93.8,4539.35,No
9938-PRCVK,Female,Bank transfer (automatic),19.7,804.25,No
0973-KYVNF,Female,Credit card (automatic),70.65,5011.15,No
5129-HHMZC,Female,Credit card (automatic),86.45,3574.5,No
9637-CDTKZ,Male,Credit card (automatic),114.1,8086.4,No
3946-JEWRQ,Male,Credit card (automatic),95.2,4563,No
7873-CVMAW,Male,Credit card (automatic),88.55,6362.35,No
0463-WZZKO,Male,Credit card (automatic),20.75,67.1,No
3494-JCHRQ,Male,Electronic check,70.05,70.05,Yes
6474-FVJLC,Male,Electronic check,86.0,165.45,Yes
4524-QCSSM,Male,Bank transfer (automatic),44.65,1156.55,No
5832-EXGTT,Male,Mailed check,60.2,1834.15,No
8840-DQLGN,Female,Bank transfer (automatic),100.5,3653.35,Yes
2039-JONDJ,Male,Bank transfer (automatic),55.45,1477.65,No
7217-JYHOQ,Male,Credit card (automatic),70.3,1706.45,No
6695-FRVEC,Male,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,Female,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,Female,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,Male,Mailed check,31.1,419.7,No
6770-XUAGN,Female,Electronic check,21.0,21,Yes
4193-ORFCL,Female,Mailed check,45.1,45.1,Yes
1636-NTNCO,Male,Credit card (automatic),50.95,207.35,No
3466-WAESX,Male,Electronic check,69.1,1083.7,No
9281-PKKZE,Female,Electronic check,43.95,2007.85,No
3638-VBZTA,Male,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,Male,Electronic check,69.95,2657.55,No
7776-QWNFX,Male,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,Female,Electronic check,78.95,378.4,Yes
8563-OYMQY,Male,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,Male,Mailed check,19.9,76.65,No
5777-ZPQNC,Female,Electronic check,20.15,260.7,No
1951-IEYXM,Male,Credit card (automatic),90.6,6441.85,No
3318-NMQXL,Male,Electronic check,92.0,266.8,No
3143-ILDAL,Male,Electronic check,94.45,5124.6,Yes
1022-RKXDR,Female,Mailed check,24.85,962.25,No
2361-FJWNO,Male,Credit card (automatic),36.0,1382.9,No
2272-UOINI,Female,Electronic check,78.5,571.05,No
8232-UTFOZ,Male,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,Male,Mailed check,20.65,150,No
6637-KYRCV,Female,Electronic check,30.5,167.2,No
5668-MEISB,Female,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,Male,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,Female,Electronic check,95.5,6153.85,No
5356-CSVSQ,Female,Electronic check,64.6,174.2,No
3221-CJMSG,Male,Credit card (automatic),51.1,1269.6,No
4720-VSTSI,Female,Bank transfer (automatic),84.8,3862.55,Yes
3219-JQRSL,Female,Credit card (automatic),89.1,6352.4,No
2801-NISEI,Male,Electronic check,54.95,1348.5,No
3946-MHCZW,Male,Mailed check,50.9,50.9,Yes
4623-ZKHLY,Male,Bank transfer (automatic),20.45,471.55,No
6732-VAILE,Male,Credit card (automatic),85.95,5931.75,No
8201-AAXCB,Male,Electronic check,60.35,1404.65,No
7696-CFTAT,Male,Bank transfer (automatic),19.8,726.1,No
1845-CSBRZ,Female,Bank transfer (automatic),85.35,1961.6,No
2123-VSCOT,Female,Bank transfer (automatic),72.1,4194.85,No
6651-AZVTJ,Male,Electronic check,99.8,4872.45,Yes
4566-GOLUK,Male,Bank transfer (automatic),107.35,5118.95,Yes
2484-DGXPZ,Female,Mailed check,19.55,658.95,Yes
2018-QKYGT,Male,Electronic check,81.05,81.05,No
2792-VPPET,Male,Electronic check,20.5,76.95,No
7409-JURKQ,Female,Bank transfer (automatic),111.8,5809.75,No
3247-MHJKM,Male,Mailed check,20.2,20.2,No
1964-SVLEA,Male,Mailed check,19.7,415.9,No
4587-NUKOX,Female,Electronic check,79.1,246.5,Yes
7297-DVYGA,Female,Bank transfer (automatic),19.85,996.95,No
2239-CGBUZ,Female,Bank transfer (automatic),60.5,3145.15,No
0854-UYHZD,Female,Mailed check,19.55,265.3,No
7243-LCGGZ,Female,Mailed check,20.9,20.9,No
8267-KFGYD,Male,Mailed check,21.05,21.05,No
4890-VMUAV,Male,Electronic check,71.5,4576.3,No
9261-WDCAF,Male,Mailed check,54.65,189.1,No
3764-MNMOI,Male,Credit card (automatic),19.2,908.15,No
7442-YGZFK,Male,Credit card (automatic),49.8,49.8,No
0420-BWTPW,Male,Mailed check,25.5,215.2,Yes
8229-BUJHX,Female,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,Male,Credit card (automatic),90.4,5099.15,No
5504-WSIUR,Female,Bank transfer (automatic),90.25,6385.95,No
8183-ONMXC,Female,Electronic check,80.75,159.45,Yes
8466-PZBLH,Male,Bank transfer (automatic),104.6,6885.75,No
9614-RMGHA,Male,Bank transfer (automatic),91.85,5940.85,Yes
8735-IJJEG,Male,Credit card (automatic),50.2,668.85,No
0564-MUUQK,Female,Bank transfer (automatic),95.5,1916.2,No
5054-IEXZT,Male,Electronic check,75.35,75.35,Yes
5834-ASPWA,Male,Electronic check,75.45,75.45,Yes
0701-RFGFI,Female,Bank transfer (automatic),95.4,4613.95,No
0019-EFAEP,Female,Bank transfer (automatic),101.3,7261.25,No
5619-PTMIK,Female,Electronic check,53.1,2459.8,No
3737-XBQDD,Male,Bank transfer (automatic),84.85,2048.8,No
5882-CMAZQ,Female,Electronic check,34.25,163.55,No
5846-QFDFI,Female,Credit card (automatic),88.6,2888.7,No
4445-KWOKW,Female,Bank transfer (automatic),60.15,2421.6,No
3511-APPBJ,Male,Credit card (automatic),99.95,2292.75,No
7967-HYCDE,Male,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,Male,Mailed check,54.8,3465.7,No
3948-XHGNA,Male,Bank transfer (automatic),49.55,1210.4,Yes
3723-BFBGR,Male,Credit card (automatic),54.8,1291.3,No
0565-IYCGT,Male,Credit card (automatic),78.6,5356.45,Yes
5447-WZAFP,Female,Mailed check,100.3,5200.8,No
5110-CHOPY,Female,Electronic check,53.6,3237.05,No
5445-UTODQ,Female,Electronic check,81.1,576.65,Yes
4425-OWHWB,Female,Credit card (automatic),19.35,433.75,No
7892-QVYKW,Female,Electronic check,85.6,1868.4,No
9675-ICXCT,Male,Electronic check,80.8,5728.55,No
1024-VRZHF,Male,Electronic check,74.95,825.7,Yes
4703-MQYKT,Male,Mailed check,19.6,390.4,No
9497-QCMMS,Male,Electronic check,93.55,93.55,Yes
5692-ICXLW,Male,Electronic check,90.7,2845.15,No
0602-DDUML,Female,Mailed check,69.75,3894.4,No
2208-MPXIO,Female,Bank transfer (automatic),20.0,886.4,No
1960-UYCNN,Male,Electronic check,95.25,1021.55,No
0348-SDKOL,Female,Credit card (automatic),102.1,5885.4,Yes
3190-FZATL,Male,Mailed check,19.95,268.4,No
7336-RLLRH,Male,Mailed check,80.85,2204.35,No
4373-MAVJG,Female,Bank transfer (automatic),90.9,1259,Yes
8901-HJXTF,Female,Mailed check,29.2,309.1,Yes
7710-JSYOA,Female,Bank transfer (automatic),93.3,6398.05,No
5419-KLXBN,Female,Bank transfer (automatic),89.15,2257.75,Yes
3424-NMNBO,Male,Electronic check,108.85,6287.25,Yes
9885-MFVSU,Female,Credit card (automatic),46.35,1662.05,No
4514-GFCFI,Female,Electronic check,84.75,1350.15,Yes
0607-MVMGC,Male,Credit card (automatic),78.75,3600.65,No
3365-SAIGS,Female,Electronic check,83.55,1329.15,No
9828-AOQLM,Female,Electronic check,45.7,45.7,Yes
8022-BECSI,Male,Mailed check,19.6,422.5,No
8000-REIQB,Female,Electronic check,69.95,69.95,Yes
9993-LHIEB,Male,Mailed check,67.85,4627.65,No
0266-CLZKZ,Female,Bank transfer (automatic),105.65,6717.9,No
7615-ESMYF,Female,Electronic check,44.6,97.1,Yes
3858-VOBET,Male,Electronic check,74.95,1710.45,Yes
7020-OZKXZ,Female,Credit card (automatic),75.5,637.4,No
3977-QCRSL,Female,Mailed check,20.15,117.95,No
0017-DINOC,Male,Credit card (automatic),45.2,2460.55,No
1447-PJGGA,Female,Electronic check,95.25,5464.65,Yes
8565-CLBZW,Male,Mailed check,89.85,2165.05,Yes
9139-WQQDY,Female,Mailed check,100.45,4941.8,Yes
0224-HJAPT,Male,Electronic check,47.15,223.15,Yes
8086-OVPWV,Male,Electronic check,80.2,181.1,Yes
9430-FRQOC,Female,Mailed check,87.1,341.45,Yes
7639-OPLNG,Male,Bank transfer (automatic),79.25,5731.85,No
3074-GQWYX,Male,Bank transfer (automatic),75.9,357.75,Yes
1492-QGCLU,Male,Electronic check,85.7,4616.1,No
6845-RGTYS,Female,Electronic check,98.75,4533.7,Yes
7328-OWMOM,Female,Credit card (automatic),20.1,589.25,No
4418-LZMSV,Male,Bank transfer (automatic),61.8,750.1,No
5155-AZQPB,Female,Mailed check,49.9,1410.25,No
8861-HGGKB,Female,Electronic check,86.45,830.85,Yes
1087-GRUYI,Male,Bank transfer (automatic),20.4,743.5,No
7065-YUNRY,Female,Mailed check,45.3,45.3,Yes
7694-VLBWQ,Male,Electronic check,104.1,7040.85,Yes
2546-KZAAT,Male,Mailed check,75.4,3865.45,No
0181-RITDD,Male,Mailed check,108.15,6825.65,No
5989-PGKJB,Female,Electronic check,86.25,1340.1,No
4795-KTRTH,Female,Electronic check,81.0,371.65,Yes
8272-ONJLV,Male,Electronic check,95.7,1184,No
1488-PBLJN,Female,Bank transfer (automatic),116.85,8477.7,No
0308-GIQJT,Male,Bank transfer (automatic),105.75,7382.85,No
3778-FOAQW,Female,Mailed check,20.15,456.85,No
4452-ROHMO,Female,Mailed check,19.6,331.6,No
6481-OGDOO,Male,Credit card (automatic),90.6,6056.15,Yes
3090-LETTY,Male,Bank transfer (automatic),60.95,134.6,No
5349-AZPEW,Female,Mailed check,25.05,125.5,No
3753-TSEMP,Female,Electronic check,88.15,1390.6,Yes
8305-VHZBZ,Male,Mailed check,20.2,20.2,Yes
9720-JJJOR,Male,Bank transfer (automatic),60.3,2511.3,No
8100-HZZLJ,Female,Electronic check,63.95,2737.05,No
8775-ERLNB,Male,Electronic check,74.3,74.3,No
8309-IEYJD,Female,Mailed check,70.6,70.6,No
9172-JITSM,Female,Electronic check,90.8,2361.8,Yes
6298-QDFNH,Male,Electronic check,79.35,1730.35,Yes
7398-HPYZQ,Male,Bank transfer (automatic),90.55,6404,No
3546-GHEAE,Male,Mailed check,19.45,165.35,No
7361-YPXFS,Female,Bank transfer (automatic),64.45,1867.6,No
6557-BZXLQ,Male,Electronic check,69.65,1043.3,No
2550-QHZGP,Male,Mailed check,19.5,128.6,No
7519-JTWQH,Female,Bank transfer (automatic),110.5,7455.45,No
2538-OIMXF,Female,Mailed check,24.7,24.7,No
8543-MSDMF,Male,Electronic check,77.4,206.15,No
9961-JBNMK,Male,Bank transfer (automatic),96.8,2030.3,Yes
1170-SASML,Female,Bank transfer (automatic),85.4,5869.4,No
4872-JCVCA,Female,Bank transfer (automatic),47.6,3377.8,No
5346-BZCHP,Female,Mailed check,19.4,1346.2,No
2038-LLMLM,Female,Electronic check,103.85,4946.05,No
6173-ITPWD,Male,Bank transfer (automatic),83.35,4065,Yes
9734-UYXQI,Female,Electronic check,49.4,106.55,Yes
1216-BGTSP,Male,Credit card (automatic),108.45,4964.7,No
4138-NAXED,Male,Bank transfer (automatic),81.0,4085.75,No
2189-UXTKY,Female,Electronic check,79.2,1742.75,Yes
0744-BIKKF,Male,Bank transfer (automatic),86.65,6224.8,No
7483-IQWIB,Male,Electronic check,92.95,3415.25,No
5248-KWLAR,Male,Electronic check,90.35,6325.25,No
4958-GZWIY,Male,Electronic check,48.7,340.25,Yes
7996-MHXLW,Female,Credit card (automatic),25.15,1683.6,No
7833-PKIHD,Male,Bank transfer (automatic),76.4,3966.3,No
7061-OVMIM,Female,Bank transfer (automatic),19.55,608.5,No
5153-RTHKF,Female,Electronic check,85.35,2896.6,No
1852-QSWCD,Male,Mailed check,24.8,1514.85,No
4832-VRBMR,Male,Bank transfer (automatic),103.15,6792.45,No
9079-LWTFD,Male,Mailed check,100.75,4669.2,No
6356-ELRKD,Female,Electronic check,95.6,95.6,Yes
8624-GIOUT,Female,Credit card (automatic),59.75,2934.3,Yes
3392-EHMNK,Female,Credit card (automatic),94.1,6302.8,No
5986-WWXDV,Male,Bank transfer (automatic),19.35,779.2,No
3061-BCKYI,Male,Mailed check,19.9,283.75,No
6179-GJPSO,Female,Credit card (automatic),108.15,4600.7,Yes
7901-TBKJX,Male,Electronic check,101.05,5594,No
7228-PAQPD,Female,Credit card (automatic),59.1,772.85,No
3177-LASXD,Female,Electronic check,71.35,71.35,Yes
7746-QYVCO,Male,Mailed check,55.85,857.8,No
5804-HYIEZ,Male,Electronic check,106.05,7554.05,No
9919-FZDED,Male,Credit card (automatic),84.1,5981.65,No
5934-TSSAU,Female,Credit card (automatic),75.3,1702.9,No
3486-KHMLI,Male,Mailed check,24.7,467.15,No
4897-QSUYC,Female,Mailed check,20.15,20.15,Yes
1084-UQCHV,Male,Bank transfer (automatic),69.75,69.75,Yes
8290-YWKHZ,Female,Electronic check,93.2,2931,Yes
2955-BJZHG,Male,Electronic check,80.85,1400.85,Yes
3806-DXQOM,Female,Electronic check,33.65,137.85,Yes
6784-XYJAE,Female,Electronic check,55.8,1941.5,No
3933-DQPWX,Female,Credit card (automatic),39.7,1932.75,No
6661-EIPZC,Female,Credit card (automatic),29.5,1423.05,No
8957-THMOA,Female,Credit card (automatic),20.15,970.85,No
2251-PYLPB,Male,Credit card (automatic),79.55,5810.9,No
5555-RNPGT,Male,Credit card (automatic),24.8,223.9,No
1057-FOGLZ,Female,Mailed check,19.65,391.7,No
9300-RENDD,Male,Electronic check,79.95,79.95,Yes
0761-AETCS,Female,Electronic check,19.3,19.3,Yes
8087-LGYHQ,Male,Electronic check,94.05,811.65,No
4137-BTIKL,Male,Mailed check,90.75,174.75,No
2190-BCXEC,Female,Credit card (automatic),78.85,3126.85,No
6227-FBDXH,Male,Bank transfer (automatic),99.5,6841.45,No
2153-MREFK,Female,Electronic check,99.2,3754.6,Yes
2911-WDXMV,Male,Credit card (automatic),80.55,1406.65,No
7206-PQBBZ,Male,Electronic check,70.2,834.7,No
3106-ULWFW,Female,Credit card (automatic),85.2,627.4,Yes
0925-VYDLG,Female,Electronic check,75.25,242,Yes
4547-FZJWE,Male,Credit card (automatic),59.45,3157,No
7422-WNBTY,Male,Electronic check,93.35,3092,No
0842-IWYCP,Female,Bank transfer (automatic),44.95,2168.9,No
3521-HTQTV,Male,Bank transfer (automatic),26.1,980.35,No
3744-ZBHON,Female,Electronic check,20.2,65.95,No
3373-DIUUN,Male,Mailed check,21.25,711.9,No
8383-SGHJU,Female,Electronic check,59.4,1952.8,No
7607-QKKTJ,Male,Credit card (automatic),95.0,4368.85,No
7707-PYBBH,Male,Mailed check,61.9,2647.1,No
8984-HPEMB,Female,Electronic check,118.65,8477.6,No
4349-GFQHK,Male,Electronic check,54.35,54.35,Yes
4139-DETXS,Female,Bank transfer (automatic),64.45,4528,No
9779-DPNEJ,Female,Electronic check,80.15,1790.65,No
9805-FILKB,Male,Bank transfer (automatic),20.2,845.6,No
5793-YOLJN,Female,Mailed check,21.0,1210.3,No
0673-IGUQO,Male,Mailed check,20.45,20.45,No
4123-FCVCB,Female,Mailed check,75.85,854.45,No
8819-IMISP,Male,Electronic check,80.45,2429.1,No
7802-EFKNY,Male,Electronic check,24.95,100.4,Yes
8311-UEUAB,Female,Electronic check,75.5,5229.45,No
5858-EAFCZ,Male,Mailed check,44.45,44.45,No
8035-BUYVG,Male,Electronic check,42.35,1716.45,Yes
1163-ONYEY,Male,Credit card (automatic),74.55,3023.55,No
9787-XVQIU,Male,Electronic check,75.3,75.3,Yes
